name,date,m,y,value
County of  Northern Lights,2022-10,10,2022,12.6
County of  Northern Lights,2022-11,11,2022,20.34
County of  Northern Lights,2022-12,12,2022,26.1
County of  Northern Lights,2023-01,1,2023,11.42
County of  Northern Lights,2023-02,2,2023,11.98
County of  Northern Lights,2023-03,3,2023,8.04
County of  Northern Lights,2023-04,4,2023,9.17
County of  Northern Lights,2023-05,5,2023,18.83
County of  Northern Lights,2023-06,6,2023,26.44
County of  Northern Lights,2023-07,7,2023,76.97
County of  Northern Lights,2023-08,8,2023,53.24
County of  Northern Lights,2023-09,9,2023,14.19
County of  Northern Lights,2023-10,10,2023,7.63
County of  Northern Lights,2023-11,11,2023,12.96
County of  Northern Lights,2023-12,12,2023,3.21
County of  Northern Lights,2024-01,1,2024,18.17
County of  Northern Lights,2024-02,2,2024,5.66
County of  Northern Lights,2024-03,3,2024,5.75
County of  Northern Lights,2024-04,4,2024,22.49
County of  Northern Lights,2024-05,5,2024,49
County of  Northern Lights,2024-06,6,2024,105
County of Barrhead No. 11,2012-01,1,2012,15.96
County of Barrhead No. 11,2012-02,2,2012,12.36
County of Barrhead No. 11,2012-03,3,2012,16.27
County of Barrhead No. 11,2012-04,4,2012,48.37
County of Barrhead No. 11,2012-05,5,2012,47.45
County of Barrhead No. 11,2012-06,6,2012,54.86
County of Barrhead No. 11,2012-07,7,2012,143.88
County of Barrhead No. 11,2012-08,8,2012,42.05
County of Barrhead No. 11,2012-09,9,2012,24.48
County of Barrhead No. 11,2012-10,10,2012,28.33
County of Barrhead No. 11,2012-11,11,2012,22.01
County of Barrhead No. 11,2012-12,12,2012,20.58
County of Barrhead No. 11,2013-01,1,2013,26.75
County of Barrhead No. 11,2013-02,2,2013,4.74
County of Barrhead No. 11,2013-03,3,2013,28.38
County of Barrhead No. 11,2013-04,4,2013,21.61
County of Barrhead No. 11,2013-05,5,2013,32.35
County of Barrhead No. 11,2013-06,6,2013,79.78
County of Barrhead No. 11,2013-07,7,2013,86.74
County of Barrhead No. 11,2013-08,8,2013,55.36
County of Barrhead No. 11,2013-09,9,2013,2.99
County of Barrhead No. 11,2013-10,10,2013,15.54
County of Barrhead No. 11,2013-11,11,2013,33.52
County of Barrhead No. 11,2013-12,12,2013,47.02
County of Barrhead No. 11,2014-01,1,2014,6.41
County of Barrhead No. 11,2014-02,2,2014,10.74
County of Barrhead No. 11,2014-03,3,2014,6.78
County of Barrhead No. 11,2014-04,4,2014,51.6
County of Barrhead No. 11,2014-05,5,2014,47.36
County of Barrhead No. 11,2014-06,6,2014,59.57
County of Barrhead No. 11,2014-07,7,2014,76.94
County of Barrhead No. 11,2014-08,8,2014,33.16
County of Barrhead No. 11,2014-09,9,2014,37.5
County of Barrhead No. 11,2014-10,10,2014,12.46
County of Barrhead No. 11,2014-11,11,2014,35.44
County of Barrhead No. 11,2014-12,12,2014,8.3
County of Barrhead No. 11,2015-01,1,2015,20.43
County of Barrhead No. 11,2015-02,2,2015,17.73
County of Barrhead No. 11,2015-03,3,2015,19.9
County of Barrhead No. 11,2015-04,4,2015,17.34
County of Barrhead No. 11,2015-05,5,2015,23.85
County of Barrhead No. 11,2015-06,6,2015,42.53
County of Barrhead No. 11,2015-07,7,2015,57.05
County of Barrhead No. 11,2015-08,8,2015,28.23
County of Barrhead No. 11,2015-09,9,2015,38.89
County of Barrhead No. 11,2015-10,10,2015,22.89
County of Barrhead No. 11,2015-11,11,2015,28
County of Barrhead No. 11,2015-12,12,2015,11.23
County of Barrhead No. 11,2016-01,1,2016,8.39
County of Barrhead No. 11,2016-02,2,2016,13.9
County of Barrhead No. 11,2016-03,3,2016,21.64
County of Barrhead No. 11,2016-04,4,2016,5.39
County of Barrhead No. 11,2016-05,5,2016,106.63
County of Barrhead No. 11,2016-06,6,2016,90.7
County of Barrhead No. 11,2016-07,7,2016,70.16
County of Barrhead No. 11,2016-08,8,2016,132.14
County of Barrhead No. 11,2016-09,9,2016,34.72
County of Barrhead No. 11,2016-10,10,2016,60.81
County of Barrhead No. 11,2016-11,11,2016,7.3
County of Barrhead No. 11,2016-12,12,2016,10.05
County of Barrhead No. 11,2017-01,1,2017,7.13
County of Barrhead No. 11,2017-02,2,2017,12.38
County of Barrhead No. 11,2017-03,3,2017,12.39
County of Barrhead No. 11,2017-04,4,2017,65.77
County of Barrhead No. 11,2017-05,5,2017,34.14
County of Barrhead No. 11,2017-06,6,2017,116.66
County of Barrhead No. 11,2017-07,7,2017,100.92
County of Barrhead No. 11,2017-08,8,2017,40.88
County of Barrhead No. 11,2017-09,9,2017,59.66
County of Barrhead No. 11,2017-10,10,2017,29.58
County of Barrhead No. 11,2017-11,11,2017,18.14
County of Barrhead No. 11,2017-12,12,2017,1.85
County of Barrhead No. 11,2018-01,1,2018,20.03
County of Barrhead No. 11,2018-02,2,2018,12.9
County of Barrhead No. 11,2018-03,3,2018,21.54
County of Barrhead No. 11,2018-04,4,2018,14.03
County of Barrhead No. 11,2018-05,5,2018,12.94
County of Barrhead No. 11,2018-06,6,2018,71.05
County of Barrhead No. 11,2018-07,7,2018,95.82
County of Barrhead No. 11,2018-08,8,2018,59.14
County of Barrhead No. 11,2018-09,9,2018,53.91
County of Barrhead No. 11,2018-10,10,2018,24.36
County of Barrhead No. 11,2018-11,11,2018,22.14
County of Barrhead No. 11,2018-12,12,2018,25.82
County of Barrhead No. 11,2019-01,1,2019,21.12
County of Barrhead No. 11,2019-02,2,2019,18.87
County of Barrhead No. 11,2019-03,3,2019,4.03
County of Barrhead No. 11,2019-04,4,2019,14.26
County of Barrhead No. 11,2019-05,5,2019,29.64
County of Barrhead No. 11,2019-06,6,2019,130.03
County of Barrhead No. 11,2019-07,7,2019,124.44
County of Barrhead No. 11,2019-08,8,2019,30.57
County of Barrhead No. 11,2019-09,9,2019,53.21
County of Barrhead No. 11,2019-10,10,2019,17.52
County of Barrhead No. 11,2019-11,11,2019,29.99
County of Barrhead No. 11,2019-12,12,2019,14.31
County of Barrhead No. 11,2020-01,1,2020,19.8
County of Barrhead No. 11,2020-02,2,2020,16.23
County of Barrhead No. 11,2020-03,3,2020,16.26
County of Barrhead No. 11,2020-04,4,2020,3.12
County of Barrhead No. 11,2020-05,5,2020,70.91
County of Barrhead No. 11,2020-06,6,2020,92.62
County of Barrhead No. 11,2020-07,7,2020,90.31
County of Barrhead No. 11,2020-08,8,2020,40.46
County of Barrhead No. 11,2020-09,9,2020,7.85
County of Barrhead No. 11,2020-10,10,2020,8.77
County of Barrhead No. 11,2020-11,11,2020,20.51
County of Barrhead No. 11,2020-12,12,2020,4.63
County of Barrhead No. 11,2021-01,1,2021,12.29
County of Barrhead No. 11,2021-02,2,2021,9.68
County of Barrhead No. 11,2021-03,3,2021,7.85
County of Barrhead No. 11,2021-04,4,2021,6.69
County of Barrhead No. 11,2021-05,5,2021,62.76
County of Barrhead No. 11,2021-06,6,2021,38.82
County of Barrhead No. 11,2021-07,7,2021,41.12
County of Barrhead No. 11,2021-08,8,2021,30.6
County of Barrhead No. 11,2021-09,9,2021,37.04
County of Barrhead No. 11,2021-10,10,2021,24.44
County of Barrhead No. 11,2021-11,11,2021,21.1
County of Barrhead No. 11,2021-12,12,2021,26.1
County of Barrhead No. 11,2022-01,1,2022,27.13
County of Barrhead No. 11,2022-02,2,2022,13.34
County of Barrhead No. 11,2022-03,3,2022,18.71
County of Barrhead No. 11,2022-04,4,2022,28.97
County of Barrhead No. 11,2022-05,5,2022,28.45
County of Barrhead No. 11,2022-06,6,2022,117.46
County of Barrhead No. 11,2022-07,7,2022,49.86
County of Barrhead No. 11,2022-08,8,2022,33.67
County of Barrhead No. 11,2022-09,9,2022,20.95
County of Barrhead No. 11,2022-10,10,2022,5.85
County of Barrhead No. 11,2022-11,11,2022,16.57
County of Barrhead No. 11,2022-12,12,2022,21.86
County of Barrhead No. 11,2023-01,1,2023,4.17
County of Barrhead No. 11,2023-02,2,2023,8.74
County of Barrhead No. 11,2023-03,3,2023,3.25
County of Barrhead No. 11,2023-04,4,2023,4.44
County of Barrhead No. 11,2023-05,5,2023,51.66
County of Barrhead No. 11,2023-06,6,2023,131.17
County of Barrhead No. 11,2023-07,7,2023,147.11
County of Barrhead No. 11,2023-08,8,2023,76.95
County of Barrhead No. 11,2023-09,9,2023,12.24
County of Barrhead No. 11,2023-10,10,2023,5.47
County of Barrhead No. 11,2023-11,11,2023,0.76
County of Barrhead No. 11,2023-12,12,2023,1.4
County of Barrhead No. 11,2024-01,1,2024,14
County of Barrhead No. 11,2024-02,2,2024,14.81
County of Barrhead No. 11,2024-03,3,2024,6.58
County of Barrhead No. 11,2024-04,4,2024,27.68
County of Barrhead No. 11,2024-05,5,2024,40.03
County of Barrhead No. 11,2024-06,6,2024,79.68
County of Forty Mile No. 8,2012-01,1,2012,4.52
County of Forty Mile No. 8,2012-02,2,2012,10.49
County of Forty Mile No. 8,2012-03,3,2012,13.89
County of Forty Mile No. 8,2012-04,4,2012,41.41
County of Forty Mile No. 8,2012-05,5,2012,72.89
County of Forty Mile No. 8,2012-06,6,2012,111.03
County of Forty Mile No. 8,2012-07,7,2012,21.96
County of Forty Mile No. 8,2012-08,8,2012,25.18
County of Forty Mile No. 8,2012-09,9,2012,4.37
County of Forty Mile No. 8,2012-10,10,2012,36.08
County of Forty Mile No. 8,2012-11,11,2012,15.48
County of Forty Mile No. 8,2012-12,12,2012,9.88
County of Forty Mile No. 8,2013-01,1,2013,12.3
County of Forty Mile No. 8,2013-02,2,2013,6.7
County of Forty Mile No. 8,2013-03,3,2013,7.33
County of Forty Mile No. 8,2013-04,4,2013,27.03
County of Forty Mile No. 8,2013-05,5,2013,49.66
County of Forty Mile No. 8,2013-06,6,2013,89.31
County of Forty Mile No. 8,2013-07,7,2013,66.01
County of Forty Mile No. 8,2013-08,8,2013,31.91
County of Forty Mile No. 8,2013-09,9,2013,70.12
County of Forty Mile No. 8,2013-10,10,2013,14.83
County of Forty Mile No. 8,2013-11,11,2013,12.44
County of Forty Mile No. 8,2013-12,12,2013,18.67
County of Forty Mile No. 8,2014-01,1,2014,10.73
County of Forty Mile No. 8,2014-02,2,2014,3.12
County of Forty Mile No. 8,2014-03,3,2014,15.81
County of Forty Mile No. 8,2014-04,4,2014,30.49
County of Forty Mile No. 8,2014-05,5,2014,36.64
County of Forty Mile No. 8,2014-06,6,2014,102.11
County of Forty Mile No. 8,2014-07,7,2014,19.02
County of Forty Mile No. 8,2014-08,8,2014,73.95
County of Forty Mile No. 8,2014-09,9,2014,45.54
County of Forty Mile No. 8,2014-10,10,2014,19.52
County of Forty Mile No. 8,2014-11,11,2014,28.13
County of Forty Mile No. 8,2014-12,12,2014,9.92
County of Forty Mile No. 8,2015-01,1,2015,19.17
County of Forty Mile No. 8,2015-02,2,2015,8.06
County of Forty Mile No. 8,2015-03,3,2015,17.34
County of Forty Mile No. 8,2015-04,4,2015,11.33
County of Forty Mile No. 8,2015-05,5,2015,15.99
County of Forty Mile No. 8,2015-06,6,2015,21.44
County of Forty Mile No. 8,2015-07,7,2015,54.52
County of Forty Mile No. 8,2015-08,8,2015,14.08
County of Forty Mile No. 8,2015-09,9,2015,48.06
County of Forty Mile No. 8,2015-10,10,2015,24.04
County of Forty Mile No. 8,2015-11,11,2015,19.18
County of Forty Mile No. 8,2015-12,12,2015,11.48
County of Forty Mile No. 8,2016-01,1,2016,8.24
County of Forty Mile No. 8,2016-02,2,2016,7.23
County of Forty Mile No. 8,2016-03,3,2016,10.24
County of Forty Mile No. 8,2016-04,4,2016,60.38
County of Forty Mile No. 8,2016-05,5,2016,66.92
County of Forty Mile No. 8,2016-06,6,2016,48.74
County of Forty Mile No. 8,2016-07,7,2016,68.57
County of Forty Mile No. 8,2016-08,8,2016,69.39
County of Forty Mile No. 8,2016-09,9,2016,33.99
County of Forty Mile No. 8,2016-10,10,2016,41.39
County of Forty Mile No. 8,2016-11,11,2016,1.45
County of Forty Mile No. 8,2016-12,12,2016,17.62
County of Forty Mile No. 8,2017-01,1,2017,9.08
County of Forty Mile No. 8,2017-02,2,2017,17.81
County of Forty Mile No. 8,2017-03,3,2017,11.52
County of Forty Mile No. 8,2017-04,4,2017,33.54
County of Forty Mile No. 8,2017-05,5,2017,31.56
County of Forty Mile No. 8,2017-06,6,2017,61.22
County of Forty Mile No. 8,2017-07,7,2017,14.63
County of Forty Mile No. 8,2017-08,8,2017,13.51
County of Forty Mile No. 8,2017-09,9,2017,4.8
County of Forty Mile No. 8,2017-10,10,2017,31.08
County of Forty Mile No. 8,2017-11,11,2017,15.28
County of Forty Mile No. 8,2017-12,12,2017,18.45
County of Forty Mile No. 8,2018-01,1,2018,8.23
County of Forty Mile No. 8,2018-02,2,2018,21.8
County of Forty Mile No. 8,2018-03,3,2018,22.13
County of Forty Mile No. 8,2018-04,4,2018,11.78
County of Forty Mile No. 8,2018-05,5,2018,30.72
County of Forty Mile No. 8,2018-06,6,2018,40.52
County of Forty Mile No. 8,2018-07,7,2018,20.14
County of Forty Mile No. 8,2018-08,8,2018,15.12
County of Forty Mile No. 8,2018-09,9,2018,20.17
County of Forty Mile No. 8,2018-10,10,2018,13.9
County of Forty Mile No. 8,2018-11,11,2018,18.04
County of Forty Mile No. 8,2018-12,12,2018,8.01
County of Forty Mile No. 8,2019-01,1,2019,8.71
County of Forty Mile No. 8,2019-02,2,2019,20.01
County of Forty Mile No. 8,2019-03,3,2019,8.17
County of Forty Mile No. 8,2019-04,4,2019,6.91
County of Forty Mile No. 8,2019-05,5,2019,37.61
County of Forty Mile No. 8,2019-06,6,2019,31.39
County of Forty Mile No. 8,2019-07,7,2019,21.78
County of Forty Mile No. 8,2019-08,8,2019,35.1
County of Forty Mile No. 8,2019-09,9,2019,46
County of Forty Mile No. 8,2019-10,10,2019,9.79
County of Forty Mile No. 8,2019-11,11,2019,32.47
County of Forty Mile No. 8,2019-12,12,2019,10.31
County of Forty Mile No. 8,2020-01,1,2020,7.78
County of Forty Mile No. 8,2020-02,2,2020,10.65
County of Forty Mile No. 8,2020-03,3,2020,7.64
County of Forty Mile No. 8,2020-04,4,2020,12.82
County of Forty Mile No. 8,2020-05,5,2020,80.3
County of Forty Mile No. 8,2020-06,6,2020,81.9
County of Forty Mile No. 8,2020-07,7,2020,21.84
County of Forty Mile No. 8,2020-08,8,2020,5.73
County of Forty Mile No. 8,2020-09,9,2020,42.32
County of Forty Mile No. 8,2020-10,10,2020,23.82
County of Forty Mile No. 8,2020-11,11,2020,19.52
County of Forty Mile No. 8,2020-12,12,2020,6.04
County of Forty Mile No. 8,2021-01,1,2021,2.36
County of Forty Mile No. 8,2021-02,2,2021,9.71
County of Forty Mile No. 8,2021-03,3,2021,5.71
County of Forty Mile No. 8,2021-04,4,2021,10.13
County of Forty Mile No. 8,2021-05,5,2021,55.83
County of Forty Mile No. 8,2021-06,6,2021,11.59
County of Forty Mile No. 8,2021-07,7,2021,14.1
County of Forty Mile No. 8,2021-08,8,2021,31.49
County of Forty Mile No. 8,2021-09,9,2021,13.25
County of Forty Mile No. 8,2021-10,10,2021,12.02
County of Forty Mile No. 8,2021-11,11,2021,7.94
County of Forty Mile No. 8,2021-12,12,2021,12.02
County of Forty Mile No. 8,2022-01,1,2022,4.49
County of Forty Mile No. 8,2022-02,2,2022,7.73
County of Forty Mile No. 8,2022-03,3,2022,14.42
County of Forty Mile No. 8,2022-04,4,2022,8.23
County of Forty Mile No. 8,2022-05,5,2022,19.91
County of Forty Mile No. 8,2022-06,6,2022,105.98
County of Forty Mile No. 8,2022-07,7,2022,53.2
County of Forty Mile No. 8,2022-08,8,2022,28.51
County of Forty Mile No. 8,2022-09,9,2022,8.05
County of Forty Mile No. 8,2022-10,10,2022,27.07
County of Forty Mile No. 8,2022-11,11,2022,17.35
County of Forty Mile No. 8,2022-12,12,2022,20.56
County of Forty Mile No. 8,2023-01,1,2023,5.48
County of Forty Mile No. 8,2023-02,2,2023,10.28
County of Forty Mile No. 8,2023-03,3,2023,10.23
County of Forty Mile No. 8,2023-04,4,2023,10.07
County of Forty Mile No. 8,2023-05,5,2023,27.03
County of Forty Mile No. 8,2023-06,6,2023,40.3
County of Forty Mile No. 8,2023-07,7,2023,27.24
County of Forty Mile No. 8,2023-08,8,2023,31.87
County of Forty Mile No. 8,2023-09,9,2023,11.7
County of Forty Mile No. 8,2023-10,10,2023,35.42
County of Forty Mile No. 8,2023-11,11,2023,6.8
County of Forty Mile No. 8,2023-12,12,2023,4.13
County of Forty Mile No. 8,2024-01,1,2024,13.54
County of Forty Mile No. 8,2024-02,2,2024,12.31
County of Forty Mile No. 8,2024-03,3,2024,19.88
County of Forty Mile No. 8,2024-04,4,2024,24.66
County of Forty Mile No. 8,2024-05,5,2024,98.39
County of Forty Mile No. 8,2024-06,6,2024,46.74
County of Grande Prairie No. 1,2012-01,1,2012,16.15
County of Grande Prairie No. 1,2012-02,2,2012,7.56
County of Grande Prairie No. 1,2012-03,3,2012,13.87
County of Grande Prairie No. 1,2012-04,4,2012,33.44
County of Grande Prairie No. 1,2012-05,5,2012,32.68
County of Grande Prairie No. 1,2012-06,6,2012,91.89
County of Grande Prairie No. 1,2012-07,7,2012,56.32
County of Grande Prairie No. 1,2012-08,8,2012,27.16
County of Grande Prairie No. 1,2012-09,9,2012,12.61
County of Grande Prairie No. 1,2012-10,10,2012,89.59
County of Grande Prairie No. 1,2012-11,11,2012,31.94
County of Grande Prairie No. 1,2012-12,12,2012,28.28
County of Grande Prairie No. 1,2013-01,1,2013,20.1
County of Grande Prairie No. 1,2013-02,2,2013,5.94
County of Grande Prairie No. 1,2013-03,3,2013,28.3
County of Grande Prairie No. 1,2013-04,4,2013,19.72
County of Grande Prairie No. 1,2013-05,5,2013,32.75
County of Grande Prairie No. 1,2013-06,6,2013,88.98
County of Grande Prairie No. 1,2013-07,7,2013,72.5
County of Grande Prairie No. 1,2013-08,8,2013,62
County of Grande Prairie No. 1,2013-09,9,2013,30.67
County of Grande Prairie No. 1,2013-10,10,2013,23.19
County of Grande Prairie No. 1,2013-11,11,2013,32.65
County of Grande Prairie No. 1,2013-12,12,2013,80.27
County of Grande Prairie No. 1,2014-01,1,2014,12.41
County of Grande Prairie No. 1,2014-02,2,2014,15.79
County of Grande Prairie No. 1,2014-03,3,2014,11.96
County of Grande Prairie No. 1,2014-04,4,2014,28.05
County of Grande Prairie No. 1,2014-05,5,2014,15.35
County of Grande Prairie No. 1,2014-06,6,2014,60.99
County of Grande Prairie No. 1,2014-07,7,2014,57.15
County of Grande Prairie No. 1,2014-08,8,2014,11.25
County of Grande Prairie No. 1,2014-09,9,2014,45.33
County of Grande Prairie No. 1,2014-10,10,2014,38.65
County of Grande Prairie No. 1,2014-11,11,2014,38.06
County of Grande Prairie No. 1,2014-12,12,2014,15.87
County of Grande Prairie No. 1,2015-01,1,2015,37.59
County of Grande Prairie No. 1,2015-02,2,2015,24.53
County of Grande Prairie No. 1,2015-03,3,2015,38.98
County of Grande Prairie No. 1,2015-04,4,2015,33.17
County of Grande Prairie No. 1,2015-05,5,2015,29.17
County of Grande Prairie No. 1,2015-06,6,2015,86.62
County of Grande Prairie No. 1,2015-07,7,2015,28.87
County of Grande Prairie No. 1,2015-08,8,2015,49.54
County of Grande Prairie No. 1,2015-09,9,2015,25.92
County of Grande Prairie No. 1,2015-10,10,2015,37.82
County of Grande Prairie No. 1,2015-11,11,2015,19.14
County of Grande Prairie No. 1,2015-12,12,2015,10.31
County of Grande Prairie No. 1,2016-01,1,2016,17.64
County of Grande Prairie No. 1,2016-02,2,2016,11.97
County of Grande Prairie No. 1,2016-03,3,2016,29.93
County of Grande Prairie No. 1,2016-04,4,2016,13.89
County of Grande Prairie No. 1,2016-05,5,2016,69.02
County of Grande Prairie No. 1,2016-06,6,2016,145.32
County of Grande Prairie No. 1,2016-07,7,2016,69.22
County of Grande Prairie No. 1,2016-08,8,2016,115.03
County of Grande Prairie No. 1,2016-09,9,2016,35.79
County of Grande Prairie No. 1,2016-10,10,2016,59.69
County of Grande Prairie No. 1,2016-11,11,2016,21.31
County of Grande Prairie No. 1,2016-12,12,2016,6.52
County of Grande Prairie No. 1,2017-01,1,2017,18.51
County of Grande Prairie No. 1,2017-02,2,2017,14.39
County of Grande Prairie No. 1,2017-03,3,2017,16.43
County of Grande Prairie No. 1,2017-04,4,2017,49.68
County of Grande Prairie No. 1,2017-05,5,2017,69.9
County of Grande Prairie No. 1,2017-06,6,2017,73.39
County of Grande Prairie No. 1,2017-07,7,2017,38.19
County of Grande Prairie No. 1,2017-08,8,2017,43.39
County of Grande Prairie No. 1,2017-09,9,2017,82.95
County of Grande Prairie No. 1,2017-10,10,2017,38.81
County of Grande Prairie No. 1,2017-11,11,2017,50.34
County of Grande Prairie No. 1,2017-12,12,2017,2.28
County of Grande Prairie No. 1,2018-01,1,2018,32.5
County of Grande Prairie No. 1,2018-02,2,2018,28.58
County of Grande Prairie No. 1,2018-03,3,2018,30.13
County of Grande Prairie No. 1,2018-04,4,2018,14.28
County of Grande Prairie No. 1,2018-05,5,2018,11.44
County of Grande Prairie No. 1,2018-06,6,2018,54.53
County of Grande Prairie No. 1,2018-07,7,2018,162.45
County of Grande Prairie No. 1,2018-08,8,2018,65.46
County of Grande Prairie No. 1,2018-09,9,2018,39.73
County of Grande Prairie No. 1,2018-10,10,2018,24.63
County of Grande Prairie No. 1,2018-11,11,2018,36.7
County of Grande Prairie No. 1,2018-12,12,2018,17.74
County of Grande Prairie No. 1,2019-01,1,2019,26.84
County of Grande Prairie No. 1,2019-02,2,2019,18.94
County of Grande Prairie No. 1,2019-03,3,2019,2.1
County of Grande Prairie No. 1,2019-04,4,2019,20.93
County of Grande Prairie No. 1,2019-05,5,2019,31.51
County of Grande Prairie No. 1,2019-06,6,2019,87.88
County of Grande Prairie No. 1,2019-07,7,2019,86.46
County of Grande Prairie No. 1,2019-08,8,2019,56.99
County of Grande Prairie No. 1,2019-09,9,2019,36.96
County of Grande Prairie No. 1,2019-10,10,2019,51.89
County of Grande Prairie No. 1,2019-11,11,2019,59.55
County of Grande Prairie No. 1,2019-12,12,2019,8.68
County of Grande Prairie No. 1,2020-01,1,2020,26.68
County of Grande Prairie No. 1,2020-02,2,2020,14.11
County of Grande Prairie No. 1,2020-03,3,2020,32.64
County of Grande Prairie No. 1,2020-04,4,2020,6.13
County of Grande Prairie No. 1,2020-05,5,2020,50.17
County of Grande Prairie No. 1,2020-06,6,2020,69.03
County of Grande Prairie No. 1,2020-07,7,2020,88.89
County of Grande Prairie No. 1,2020-08,8,2020,35.18
County of Grande Prairie No. 1,2020-09,9,2020,19.63
County of Grande Prairie No. 1,2020-10,10,2020,29.64
County of Grande Prairie No. 1,2020-11,11,2020,26.28
County of Grande Prairie No. 1,2020-12,12,2020,10.16
County of Grande Prairie No. 1,2021-01,1,2021,6.22
County of Grande Prairie No. 1,2021-02,2,2021,26.77
County of Grande Prairie No. 1,2021-03,3,2021,13.69
County of Grande Prairie No. 1,2021-04,4,2021,13.51
County of Grande Prairie No. 1,2021-05,5,2021,45.95
County of Grande Prairie No. 1,2021-06,6,2021,14.27
County of Grande Prairie No. 1,2021-07,7,2021,38.24
County of Grande Prairie No. 1,2021-08,8,2021,59.39
County of Grande Prairie No. 1,2021-09,9,2021,26.78
County of Grande Prairie No. 1,2021-10,10,2021,28.45
County of Grande Prairie No. 1,2021-11,11,2021,30.99
County of Grande Prairie No. 1,2021-12,12,2021,26.14
County of Grande Prairie No. 1,2022-01,1,2022,33.27
County of Grande Prairie No. 1,2022-02,2,2022,34.47
County of Grande Prairie No. 1,2022-03,3,2022,11.38
County of Grande Prairie No. 1,2022-04,4,2022,26.87
County of Grande Prairie No. 1,2022-05,5,2022,50.91
County of Grande Prairie No. 1,2022-06,6,2022,50.03
County of Grande Prairie No. 1,2022-07,7,2022,28.27
County of Grande Prairie No. 1,2022-08,8,2022,32.69
County of Grande Prairie No. 1,2022-09,9,2022,50.55
County of Grande Prairie No. 1,2022-10,10,2022,6.57
County of Grande Prairie No. 1,2022-11,11,2022,19.55
County of Grande Prairie No. 1,2022-12,12,2022,25.14
County of Grande Prairie No. 1,2023-01,1,2023,15.29
County of Grande Prairie No. 1,2023-02,2,2023,21.39
County of Grande Prairie No. 1,2023-03,3,2023,7.88
County of Grande Prairie No. 1,2023-04,4,2023,8.37
County of Grande Prairie No. 1,2023-05,5,2023,59.48
County of Grande Prairie No. 1,2023-06,6,2023,62.72
County of Grande Prairie No. 1,2023-07,7,2023,56.98
County of Grande Prairie No. 1,2023-08,8,2023,82
County of Grande Prairie No. 1,2023-09,9,2023,8.52
County of Grande Prairie No. 1,2023-10,10,2023,22.99
County of Grande Prairie No. 1,2023-11,11,2023,5.26
County of Grande Prairie No. 1,2023-12,12,2023,5.22
County of Grande Prairie No. 1,2024-01,1,2024,15.65
County of Grande Prairie No. 1,2024-02,2,2024,13.33
County of Grande Prairie No. 1,2024-03,3,2024,6.05
County of Grande Prairie No. 1,2024-04,4,2024,6.17
County of Grande Prairie No. 1,2024-05,5,2024,42.91
County of Grande Prairie No. 1,2024-06,6,2024,53.45
County of Lethbridge,2012-01,1,2012,4.5
County of Lethbridge,2012-02,2,2012,7.52
County of Lethbridge,2012-03,3,2012,10.17
County of Lethbridge,2012-04,4,2012,44.5
County of Lethbridge,2012-05,5,2012,57.88
County of Lethbridge,2012-06,6,2012,106.93
County of Lethbridge,2012-07,7,2012,27.43
County of Lethbridge,2012-08,8,2012,25.74
County of Lethbridge,2012-09,9,2012,6.61
County of Lethbridge,2012-10,10,2012,37.88
County of Lethbridge,2012-11,11,2012,18.31
County of Lethbridge,2012-12,12,2012,8.74
County of Lethbridge,2013-01,1,2013,7.7
County of Lethbridge,2013-02,2,2013,3.22
County of Lethbridge,2013-03,3,2013,15.29
County of Lethbridge,2013-04,4,2013,21.08
County of Lethbridge,2013-05,5,2013,47.91
County of Lethbridge,2013-06,6,2013,109.57
County of Lethbridge,2013-07,7,2013,49.28
County of Lethbridge,2013-08,8,2013,28.88
County of Lethbridge,2013-09,9,2013,57.01
County of Lethbridge,2013-10,10,2013,25.07
County of Lethbridge,2013-11,11,2013,10.97
County of Lethbridge,2013-12,12,2013,14.44
County of Lethbridge,2014-01,1,2014,13.87
County of Lethbridge,2014-02,2,2014,4.3
County of Lethbridge,2014-03,3,2014,16.54
County of Lethbridge,2014-04,4,2014,32.42
County of Lethbridge,2014-05,5,2014,47.56
County of Lethbridge,2014-06,6,2014,156.98
County of Lethbridge,2014-07,7,2014,19.78
County of Lethbridge,2014-08,8,2014,49.2
County of Lethbridge,2014-09,9,2014,65.92
County of Lethbridge,2014-10,10,2014,13.86
County of Lethbridge,2014-11,11,2014,36.06
County of Lethbridge,2014-12,12,2014,14.48
County of Lethbridge,2015-01,1,2015,13.97
County of Lethbridge,2015-02,2,2015,4.63
County of Lethbridge,2015-03,3,2015,22.43
County of Lethbridge,2015-04,4,2015,15.56
County of Lethbridge,2015-05,5,2015,30.35
County of Lethbridge,2015-06,6,2015,23.52
County of Lethbridge,2015-07,7,2015,38.65
County of Lethbridge,2015-08,8,2015,21.22
County of Lethbridge,2015-09,9,2015,56.27
County of Lethbridge,2015-10,10,2015,7.3
County of Lethbridge,2015-11,11,2015,17.94
County of Lethbridge,2015-12,12,2015,15.35
County of Lethbridge,2016-01,1,2016,8.93
County of Lethbridge,2016-02,2,2016,3.05
County of Lethbridge,2016-03,3,2016,17.1
County of Lethbridge,2016-04,4,2016,15.89
County of Lethbridge,2016-05,5,2016,60.36
County of Lethbridge,2016-06,6,2016,40.74
County of Lethbridge,2016-07,7,2016,76.29
County of Lethbridge,2016-08,8,2016,44.08
County of Lethbridge,2016-09,9,2016,29.5
County of Lethbridge,2016-10,10,2016,30.26
